id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Cost percentage per listing,Gross Income from property per listing
10011763,"Beautiful quiet apartment, Bushwick",24190730,Lara,Brooklyn,Bushwick,40.68353,-73.90484,Private room,70,1,21,2016-09-26,0.5,1,0,20.95%,55.34
10012551,Cute and Sunny 2 BR Wburg Apt,14910665,Rebeka,Brooklyn,Williamsburg,40.71273,-73.95749,Entire home/apt,175,1,3,2016-03-20,0.07,1,0,20.95%,138.34
10013355,Affordable Room in Trendy LES/Soho,6570788,Natalie,Manhattan,Lower East Side,40.72173,-73.99351,Private room,70,3,1,2016-01-19,0.02,1,0,20.95%,55.34
10015137,"1BR-near to park, subway, cafes!",51433399,Meghan,Brooklyn,Prospect-Lefferts Gardens,40.65871,-73.96101,Entire home/apt,80,1,1,2016-01-05,0.02,1,0,20.95%,63.24
10015195,Madison Avenue 1 Bedroom Suite,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75093,-73.98096,Entire home/apt,110,30,1,2016-09-30,0.03,31,133,20.95%,86.96
10015258,Beautiful sunny bedroom Upper West,5041830,Edna,Manhattan,Upper West Side,40.80137,-73.9615,Private room,80,3,1,2016-07-06,0.03,1,0,20.95%,63.24
10016124,Madison Avenue 3 Bedroom Loft,50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74908,-73.98095,Entire home/apt,170,30,1,2016-08-13,0.03,31,142,20.95%,134.39
10016503,Madison Avenue 3 Room Loft,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.74906,-73.98276,Entire home/apt,165,29,3,2017-03-01,0.09,31,134,20.95%,130.43
10017050,"Nice and Quiet, lots of trees.",45483124,Maria,Queens,East Elmhurst,40.75836,-73.87631,Private room,700,1,1,2016-01-03,0.02,1,97,20.95%,553.35
10017087,Classic Murray Hill 1 Bedroom Apartment (64),50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74677,-73.97846,Entire home/apt,125,30,4,2017-12-16,0.11,31,111,20.95%,98.81
10017359,Pre-War Charm with Modern Chic in Hell's Kitchen,36638599,Chelsea,Manhattan,Hell's Kitchen,40.76316,-73.9884,Private room,170,1,112,2017-07-10,2.63,1,0,20.95%,134.39
10019023,BROOKLYN 1 BEDROOM,50368837,Jorge,Brooklyn,Crown Heights,40.6781,-73.94584,Entire home/apt,70,3,2,2016-08-08,0.05,2,88,20.95%,55.34
10021499,Comfy Private Room in Williamsburg,48446355,Alexandra,Brooklyn,Williamsburg,40.71074,-73.95145,Private room,61,1,1,2016-01-02,0.02,1,0,20.95%,48.22
10021643,Spacious Room -- Upper West Side,44118283,Guillaume,Manhattan,Upper West Side,40.79546,-73.97497,Private room,100,15,1,2016-02-15,0.02,1,0,20.95%,79.05
10021707,Private Room in Bushwick,11275734,Josh,Brooklyn,Bushwick,40.69791,-73.93615,Private room,40,14,1,2016-01-31,0.02,1,0,20.95%,31.62
10031678,Nice 1 Bedroom Apartment China town,46540057,Fabrizio,Manhattan,Chinatown,40.71474,-73.99778,Entire home/apt,120,5,15,2017-12-18,0.61,1,0,20.95%,94.86
10034090,Cute Bedroom in Very Cute BK Apt!,7763913,Dawn,Brooklyn,Williamsburg,40.71049,-73.94515,Private room,40,1,1,2016-01-07,0.02,1,0,20.95%,31.62
10034709,"Fun, Cute, Sunny Bushwick Room",51513260,Morgan,Brooklyn,Bushwick,40.70136,-73.91857,Private room,35,6,1,2016-02-25,0.02,1,0,20.95%,27.67
10034817,Spacious 1 bed near TIME SQUARE,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76343,-73.99381,Entire home/apt,150,30,1,2016-06-14,0.03,31,339,20.95%,118.58
10035098,Upper West ... Museums/Parks/Subway,51513795,Doug,Manhattan,Upper West Side,40.77845,-73.97985,Entire home/apt,175,2,1,2016-01-03,0.02,1,0,20.95%,138.34
10035950,Room With a View!,50520440,Jessica,Manhattan,Battery Park City,40.71777,-74.01493,Private room,150,4,1,2016-01-03,0.02,1,0,20.95%,118.58
10036516,Small but warm and cozy. (^_^) Female Only Please.,51520983,Jeannette,Manhattan,East Harlem,40.80681,-73.93956,Private room,75,3,4,2016-10-19,0.09,1,0,20.95%,59.29
10037605,Spacious 1BD In Chelsea,24225915,Jason,Manhattan,Chelsea,40.74845,-73.99635,Entire home/apt,170,4,1,2016-02-24,0.02,1,0,20.95%,134.39
10037631,1bdroom Kid Friendly Quiet Street,51525788,Whitney,Manhattan,Inwood,40.86569,-73.92865,Entire home/apt,120,1,1,2016-01-02,0.02,1,0,20.95%,94.86
10037800,Room in beautiful plant filled Greenpoint loft,1558222,Nikki,Brooklyn,Greenpoint,40.72809,-73.94365,Private room,65,3,2,2016-09-18,0.06,3,0,20.95%,51.38
10038170,Brooklyn Deluxe Loft Suite,47554473,Henry Norman,Brooklyn,Greenpoint,40.72917,-73.94354,Entire home/apt,350,3,1,2017-09-14,0.05,13,74,20.95%,276.68
10038633,Room for Xmas and New Years in NYC,19049309,Willem,Manhattan,East Harlem,40.79586,-73.94332,Private room,67,1,1,2016-01-02,0.02,1,0,20.95%,52.96
10039250,"JFK,LGA,Manhattan,TimeSq,privateBathroom,Queens",36577517,Nan,Queens,Elmhurst,40.74556,-73.88118,Private room,49,2,1,2016-03-11,0.02,2,83,20.95%,38.73
10039992,Loft @ Heart of Williamsburg,19912320,Charles,Brooklyn,Williamsburg,40.71686,-73.95428,Private room,79,5,3,2017-01-02,0.07,2,0,20.95%,62.45
10041002,1st Floor Beautiful Brownstone Apt,7503132,Whitney,Brooklyn,Clinton Hill,40.68399,-73.96192,Entire home/apt,100,5,7,2016-11-27,0.16,1,0,20.95%,79.05
10043064,"Full Apartment NYE! 2BR, fits 6!",51552511,Shelby,Manhattan,Harlem,40.82364,-73.94556,Entire home/apt,150,2,2,2016-01-03,0.05,1,0,20.95%,118.58
10046083,Great Studio - Awesome Location,1523549,Moti,Manhattan,Kips Bay,40.74396,-73.9758,Entire home/apt,179,29,4,2016-11-09,0.11,1,0,20.95%,141.5
10049335,BEAUTIFUL ROOM IN HEART OF BROOKLYN,5065719,Melissa,Brooklyn,Greenpoint,40.73226,-73.95285,Private room,60,1,2,2016-01-01,0.05,1,0,20.95%,47.43
10050847,"Cozy, Bright room in Williamsburg",51584665,Andrew,Brooklyn,Williamsburg,40.71229,-73.96245,Private room,50,10,3,2016-07-15,0.07,1,0,20.95%,39.53
10052289,,49522403,Vanessa,Brooklyn,Brownsville,40.66409,-73.92314,Private room,50,3,3,2016-08-18,0.07,1,362,20.95%,39.53
10053993,Cozy 1  BR in heart of West Village,25821059,Jenna,Manhattan,West Village,40.73482,-74.00834,Entire home/apt,140,2,6,2016-07-25,0.15,1,0,20.95%,110.67
10054892,Our casa is your casa!,7271269,Rick,Brooklyn,Williamsburg,40.71575,-73.94224,Entire home/apt,170,1,1,2016-01-02,0.02,1,0,20.95%,134.39
10057854,Room in LIC - females only please,51614806,Justyna,Queens,Long Island City,40.74967,-73.9396,Private room,35,14,1,2016-01-16,0.02,1,0,20.95%,27.67
10058942,"Columbia Univer, female/couple only",12245536,Rong,Manhattan,Harlem,40.82083,-73.95795,Private room,39,2,3,2016-07-21,0.07,2,0,20.95%,30.83
10059699,Amazing Flatiron Entire Studio Apt,51623576,Charlie,Manhattan,Chelsea,40.73719,-73.99336,Entire home/apt,159,3,1,2017-01-02,0.03,1,0,20.95%,125.69
10065831,Private Bedroom in Bedstuy!,51652888,Sesenu,Brooklyn,Bedford-Stuyvesant,40.68678,-73.95572,Private room,37,7,2,2016-07-26,0.05,1,0,20.95%,29.25
10066875,NoHo 2 Bedroom Loft,50760546,CRNY Monthly Rentals,Manhattan,NoHo,40.72888,-73.99199,Entire home/apt,299,30,1,2017-04-03,0.04,31,160,20.95%,236.36
10067809,One bedroom apartment in Greenpoint,9294273,Ayten,Brooklyn,Greenpoint,40.72712,-73.95146,Entire home/apt,110,4,1,2016-02-15,0.02,1,0,20.95%,86.96
10068269,"Large Rm In Williamsburg, Brooklyn",51664119,Toyosi,Brooklyn,Williamsburg,40.71274,-73.94513,Private room,130,2,1,2016-01-03,0.02,1,0,20.95%,102.77
10068693,Cozy Mozy apt in Cobble Hill,16591072,Marianna,Brooklyn,Boerum Hill,40.68869,-73.98899,Entire home/apt,168,1,1,2016-01-05,0.02,1,0,20.95%,132.8
10069174,Spacious Family Apartment near Prospect Park,2436599,Rachel,Brooklyn,Flatbush,40.65132,-73.95691,Entire home/apt,128,3,2,2017-04-30,0.07,1,0,20.95%,101.18
10069376,Spacious room in Beautiful Bedstuy,13358864,Matthew,Brooklyn,Bedford-Stuyvesant,40.6943,-73.9481,Private room,64,3,6,2016-06-06,0.14,2,0,20.95%,50.59
10069586,Cozy room in a dynamic Brooklyn neighborhood,5391472,Ella,Brooklyn,Crown Heights,40.67154,-73.94981,Private room,35,14,1,2017-01-19,0.03,2,0,20.95%,27.67
10069964,Bright  & Modern Williamsburg 1BR,12616662,Anthony,Brooklyn,Williamsburg,40.71742,-73.95511,Entire home/apt,199,3,3,2016-05-07,0.08,1,0,20.95%,157.31
10071225,Sweet and affordable nook in bk,40532707,Isidora,Brooklyn,Bedford-Stuyvesant,40.68729,-73.95556,Private room,39,1,1,2016-01-06,0.02,1,0,20.95%,30.83
10071464,Christopher Street: Heart of The West Village,51678353,Robert,Manhattan,West Village,40.73326,-74.00577,Private room,85,2,2,2016-01-01,0.05,1,0,20.95%,67.19
10072678,OPEN LOFT WITH PRIVATE BACKYARD,50687547,Michael,Brooklyn,Bedford-Stuyvesant,40.68843,-73.94537,Entire home/apt,89,5,10,2017-08-29,0.23,1,64,20.95%,70.35
10076836,Convenient Upper West Apt- Sleeps 3,28504839,Yina,Manhattan,Upper West Side,40.7863,-73.97658,Entire home/apt,150,3,5,2017-09-20,0.13,1,0,20.95%,118.58
10083580,Cozy apartment in Brooklyn,22068394,Julian,Brooklyn,Bedford-Stuyvesant,40.69176,-73.94765,Private room,58,2,2,2016-06-13,0.05,1,0,20.95%,45.85
10087575,Chic NYC Brownstone,2144034,Brandon,Manhattan,Harlem,40.82753,-73.94862,Entire home/apt,90,1,2,2016-05-02,0.05,1,0,20.95%,71.15
10088464,Cozy East-Village Room + Rooftop :),51764491,Rachel,Manhattan,East Village,40.73076,-73.98374,Private room,65,2,4,2016-02-01,0.09,1,0,20.95%,51.38
10096773,Easy 1 Bedroom in Chelsea,34607505,Scott,Manhattan,Chelsea,40.74577,-74.00074,Entire home/apt,145,2,1,2016-01-03,0.02,1,0,20.95%,114.62
10098921,restfully space,50678424,Don,Brooklyn,Bedford-Stuyvesant,40.68666,-73.94739,Private room,206,1,1,2017-09-17,0.05,2,365,20.95%,162.84
10099517,Master room in a luxury apartment,16869971,Han,Manhattan,Roosevelt Island,40.76947,-73.94303,Private room,80,1,1,2016-01-05,0.02,2,0,20.95%,63.24
10101791,Private Room for Rent,51839283,Ashley,Manhattan,Washington Heights,40.85064,-73.93833,Private room,75,1,1,2016-01-02,0.02,1,0,20.95%,59.29
10103745,"Cozy 1-Bd, Bushwick (L/M/J train)",2350144,Roxanne,Brooklyn,Bushwick,40.69611,-73.91891,Entire home/apt,80,31,1,2016-11-03,0.03,1,0,20.95%,63.24
10105110,Studio next to Washington Sq Park,27341303,Yue,Manhattan,Greenwich Village,40.73009,-73.99965,Entire home/apt,118,5,1,2016-01-02,0.02,1,0,20.95%,93.28
10106530,Sunny One Bedroom in Crown Heights,8511553,J,Brooklyn,Crown Heights,40.6774,-73.94726,Entire home/apt,55,2,6,2016-06-29,0.14,1,0,20.95%,43.48
10113787,"Newly renovated, 1.5 bdr  SoHo apt",51902072,Ben,Manhattan,SoHo,40.72485,-74.00254,Entire home/apt,185,1,1,2016-01-18,0.02,1,0,20.95%,146.24
10115542,Chic Studio in Heart of Manhattan!,16682678,Casey,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,102,1,3,2016-03-09,0.07,1,0,20.95%,80.63
10115781,Cozy bedroom in heart of Bedford,10221694,Zhamal,Brooklyn,Williamsburg,40.71276,-73.963,Private room,80,1,2,2016-01-03,0.05,1,0,20.95%,63.24
10116351,"Large 1,000 SF UES Apt w/ Balcony",8869875,Christina,Manhattan,Upper East Side,40.76427,-73.962,Entire home/apt,95,1,5,2016-01-28,0.12,1,0,20.95%,75.1
10116619,"Sunny, spacious room in heart of BK",17794202,Taylor,Brooklyn,Boerum Hill,40.68485,-73.9819,Private room,65,3,2,2016-01-03,0.05,1,0,20.95%,51.38
10117223,"Charming Room in Bushwick, Brooklyn Apt",18782603,Kimberly,Brooklyn,Bushwick,40.68539,-73.9092,Private room,50,3,2,2016-08-15,0.06,1,0,20.95%,39.53
10117636,????????ly room in duplex & garden,48535457,Eric,Brooklyn,Williamsburg,40.71975,-73.95964,Private room,149,2,15,2016-05-31,0.35,1,0,20.95%,117.78
10120021,2BR Gut-Renovated Apartment,51844270,Alex,Manhattan,East Village,40.73046,-73.98643,Entire home/apt,250,7,1,2016-01-10,0.02,1,0,20.95%,197.63
10122449,Spacious Chelsea 2 Bed/2 Bathroom,24347,Lyla,Manhattan,Chelsea,40.74441,-73.99915,Entire home/apt,250,4,11,2017-04-11,0.35,1,0,20.95%,197.63
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97692,Entire home/apt,500,29,5,2016-09-26,0.13,1,88,20.95%,395.25
10127534,Luxurious Modern West Village Loft,24673896,Jun,Manhattan,West Village,40.73182,-74.01,Entire home/apt,165,4,4,2017-01-01,0.1,1,0,20.95%,130.43
10130925,Standard Room/kitchen (sleeps 3 ),51991283,Jennifer,Manhattan,Harlem,40.80057,-73.95468,Private room,179,1,2,2016-04-17,0.05,5,309,20.95%,141.5
10133128,Prime Williamsburg Spacious Duplex + Huge Yard,16272340,Joel,Brooklyn,Williamsburg,40.71351,-73.95117,Private room,375,2,2,2016-09-05,0.05,1,0,20.95%,296.44
10133195,Private room 20mins from the city!,15640532,Kelly,Queens,Elmhurst,40.74157,-73.88389,Private room,65,4,1,2016-01-02,0.02,1,0,20.95%,51.38
10133350,2 bedroom Upper east side,52004369,Chelsea,Manhattan,Upper East Side,40.7664,-73.95854,Entire home/apt,275,2,9,2017-08-19,0.24,1,0,20.95%,217.39
10133534,Artsy/Neat 1 Bedroom Apartment in the heart of LES,6606618,Louise,Manhattan,Lower East Side,40.7178,-73.98504,Shared room,110,2,4,2016-12-11,0.11,1,0,20.95%,86.96
10134298,1 Bedroom in HUGE Full Floored Apt.,2017504,Fataah,Manhattan,Gramercy,40.73375,-73.98474,Private room,85,1,2,2016-10-23,0.06,2,0,20.95%,67.19
10136994,Beautiful East Village Apartment,4946655,Jack,Manhattan,East Village,40.72435,-73.98461,Entire home/apt,125,2,6,2016-07-06,0.14,1,0,20.95%,98.81
10138996,Queen Bed/Private Room w/ Backyard,52031734,Edward,Brooklyn,Bedford-Stuyvesant,40.69503,-73.94986,Private room,41,1,1,2016-01-20,0.02,1,0,20.95%,32.41
10143705,Studio Apartment,31698014,Janine,Manhattan,East Village,40.72747,-73.98833,Entire home/apt,60,5,2,2016-01-17,0.05,1,0,20.95%,47.43
10148581,Furnished Apartment in Chelsea,290094,Charlotte,Manhattan,Chelsea,40.7456,-73.99852,Private room,52,2,2,2016-11-04,0.06,1,0,20.95%,41.11
10148955,Gorgeous 2BDRM Apartment,7342535,Chris,Brooklyn,Clinton Hill,40.68142,-73.95889,Entire home/apt,210,1,3,2016-02-14,0.07,1,0,20.95%,166.01
10149393,Cozy Studio + Sunroom near Times Square,5461672,Ginji,Manhattan,Hell's Kitchen,40.76374,-73.98872,Entire home/apt,115,3,1,2016-01-03,0.02,1,0,20.95%,90.91
10153654,East Village Bedroom Available,52112891,Brent,Manhattan,East Village,40.72774,-73.98211,Private room,80,2,3,2016-03-24,0.07,1,0,20.95%,63.24
10154138,Amazing Apt in the West Village,23419527,Diana,Manhattan,West Village,40.73713,-74.00358,Entire home/apt,225,3,1,2016-01-02,0.02,1,0,20.95%,177.86
10156290,"Sunny, 4th floor elevator building",342734,Kim,Manhattan,Lower East Side,40.7191,-73.98812,Entire home/apt,160,1,9,2016-05-01,0.21,1,0,20.95%,126.48
10156314,Cozy room in East Village!!,52127857,Beto,Manhattan,East Village,40.72314,-73.9797,Private room,60,1,1,2016-05-23,0.03,2,0,20.95%,47.43
10162752,Modern PH + Balcony&Skyline view,25169027,Max,Brooklyn,Bushwick,40.70491,-73.92367,Entire home/apt,110,4,3,2016-06-24,0.07,1,0,20.95%,86.96
10163240,Private room in 3 br in Manhattan,41535999,Amber,Manhattan,Morningside Heights,40.80348,-73.9632,Private room,70,1,1,2016-01-12,0.02,1,0,20.95%,55.34
10163617,Spacious 2 bdr Bed-Stuy Brownstone,4273661,Julia,Brooklyn,Bedford-Stuyvesant,40.69145,-73.93536,Entire home/apt,150,2,1,2016-05-31,0.03,1,0,20.95%,118.58
10163936,"Cozy Apartment in Williamsburg, BK",27537912,Kenny,Brooklyn,Williamsburg,40.70379,-73.94228,Private room,59,15,12,2017-07-09,0.28,1,0,20.95%,46.64
10165313,Deluxe Loft Living in Brooklyn,47554473,Henry Norman,Brooklyn,Greenpoint,40.72888,-73.94486,Entire home/apt,129,3,3,2017-10-31,0.08,13,74,20.95%,101.97
10165410,Peaceful room in Bushwick,30658746,Isik,Brooklyn,Bushwick,40.69392,-73.92262,Private room,42,1,3,2016-04-05,0.07,1,0,20.95%,33.2
10166986,Resort-like living in Williamsburg,14461742,Mohammed,Brooklyn,Williamsburg,40.71552,-73.93869,Entire home/apt,220,5,1,2016-01-01,0.02,1,0,20.95%,173.91
10171782,Great Affordable Room In Manhattan,37256833,Jazzy,Manhattan,Harlem,40.82914,-73.94254,Private room,37,2,11,2017-07-05,0.28,1,0,20.95%,29.25
10175678,Townhouse in Williamsburg,10590489,Caroline,Brooklyn,Williamsburg,40.71367,-73.94228,Private room,60,2,7,2017-05-11,0.17,1,0,20.95%,47.43
10177726,"Cute, clean, room in Williamsburg!",12378834,Ana Bess,Brooklyn,Williamsburg,40.70512,-73.94347,Private room,64,1,1,2016-01-05,0.02,1,0,20.95%,50.59
10186787,Cozy Room In Williamsburg Apartment,10855721,Anthony,Brooklyn,Williamsburg,40.70352,-73.93798,Private room,38,7,1,2016-01-21,0.02,1,0,20.95%,30.04
10186876,"Lovely LES 1BR, W/D & Elevator: DEC. SUBLET PREFR.",20992861,Chloe,Manhattan,Lower East Side,40.71757,-73.99028,Private room,85,5,1,2016-01-05,0.02,1,0,20.95%,67.19
10191601,Spacious Astoria Home with Garden,26111326,Larry & Deb,Queens,Astoria,40.76951,-73.93077,Entire home/apt,125,2,26,2017-10-14,0.64,1,0,20.95%,98.81
10193343,Steps from subway and Central Park,15891234,Dan,Manhattan,East Harlem,40.794,-73.94585,Entire home/apt,100,2,6,2016-03-29,0.14,1,0,20.95%,79.05
10193392,great private room,16869971,Han,Manhattan,Roosevelt Island,40.76882,-73.94315,Private room,70,1,7,2016-08-23,0.19,2,0,20.95%,55.34
10200715,"Flatbush Manor, Industrial-Deco 1BR Apt",569864,Jason,Brooklyn,Prospect Heights,40.68007,-73.97317,Entire home/apt,60,2,12,2017-11-26,0.28,1,0,20.95%,47.43
10202835,Cozy room in Artist House,37561828,Evan,Brooklyn,Bushwick,40.69387,-73.92666,Private room,35,3,33,2016-09-05,0.78,1,0,20.95%,27.67
10212862,"Tranquil Room in Airy, Sunny Bushwick Loft",2109282,Olga,Brooklyn,Bushwick,40.69688,-73.93448,Private room,55,14,2,2016-09-04,0.06,1,0,20.95%,43.48
10222008,East Village studio,52526463,Amy,Manhattan,East Village,40.73133,-73.98747,Entire home/apt,110,3,1,2016-01-05,0.02,1,0,20.95%,86.96
10224998,Standard Room/kitchen(sleeps 4),51991283,Jennifer,Manhattan,Harlem,40.80033,-73.9528,Private room,199,1,1,2016-01-11,0.02,5,267,20.95%,157.31
10229075,"Sunny, kid friendly in Midtown East",9504403,Shawna,Manhattan,Kips Bay,40.74443,-73.97949,Entire home/apt,235,3,2,2016-03-15,0.05,1,0,20.95%,185.77
10230403,"2 room, lower level home in Queens",52573647,Terri,Queens,Rosedale,40.65108,-73.73402,Private room,85,2,9,2016-10-29,0.23,1,87,20.95%,67.19
10234090,Park Slope Garden Apartment,52577563,Rosa,Brooklyn,Sunset Park,40.6642,-73.99371,Entire home/apt,105,5,1,2016-01-03,0.02,3,365,20.95%,83
10234232,"Charming, warm room in Bushwick",21094081,Matthew,Brooklyn,Bushwick,40.69675,-73.92964,Private room,54,4,6,2016-09-24,0.14,1,0,20.95%,42.69
10247799,Cozy Williamsburg Space,2348712,Abe,Brooklyn,Williamsburg,40.70727,-73.96057,Private room,64,2,2,2016-12-31,0.06,1,0,20.95%,50.59
10250433,Spacious Sunny 1 bed private room in Ditmas Park,21147839,Adrian,Brooklyn,Flatbush,40.64543,-73.96456,Private room,70,7,1,2016-11-01,0.03,1,0,20.95%,55.34
10251768,spacious pretty east harlem apt.,19927798,Siobhan,Manhattan,East Harlem,40.79366,-73.94059,Entire home/apt,135,1,4,2016-10-11,0.11,1,0,20.95%,106.72
10252499,Great Hells Kitchen sofa,2782391,Jeff,Manhattan,Hell's Kitchen,40.76646,-73.98704,Shared room,50,2,2,2016-05-11,0.05,2,0,20.95%,39.53
10265988,Serene Apartment Park Ave - UES,6713072,Dana,Manhattan,Upper East Side,40.78464,-73.95142,Entire home/apt,139,4,3,2016-09-21,0.08,1,0,20.95%,109.88
10268712,Hipster Williamsburg Welcomes You!,52799398,Hayley,Brooklyn,Williamsburg,40.71386,-73.94742,Private room,99,3,35,2017-01-09,0.82,1,0,20.95%,78.26
10268868,Big room at 15min from Times Square,22543733,Leo,Queens,Sunnyside,40.74701,-73.92314,Private room,60,2,5,2017-04-23,0.12,1,0,20.95%,47.43
10270377,Cozy Bedroom in Apartment Uptown,52601644,Shamroz,Manhattan,Harlem,40.80338,-73.95734,Private room,60,1,2,2016-01-08,0.05,1,0,20.95%,47.43
10272718,Comfortable Room in 3 bedroom Apt,42278723,Ariel,Manhattan,East Harlem,40.78593,-73.94169,Private room,60,1,1,2016-01-24,0.02,1,0,20.95%,47.43
10277010,FAMILY FRIENDLY 3BR DUPLEX,5610823,(Email hidden by Airbnb),Brooklyn,Clinton Hill,40.68274,-73.96367,Entire home/apt,261,1,5,2016-08-23,0.14,1,0,20.95%,206.32
10292758,"**3BR, Large Duplex/private Garden, Time Square!!",52950465,Gal,Manhattan,Hell's Kitchen,40.76195,-73.99224,Entire home/apt,225,30,18,2017-12-05,0.45,12,173,20.95%,177.86
10318675,Minimalist Urban Jungle with Exposed Brick,13031745,Madeline,Brooklyn,Williamsburg,40.70764,-73.94231,Private room,41,1,1,2016-03-16,0.02,3,0,20.95%,32.41
10319419,Comfy Queen bedroom near East Village LES,4685913,Paul,Manhattan,East Village,40.72156,-73.97902,Private room,90,1,3,2016-09-01,0.08,2,0,20.95%,71.15
10332161,A large sunny bedroom,53169195,Ehssan,Bronx,Fordham,40.85598,-73.90052,Private room,35,3,2,2016-08-20,0.06,1,0,20.95%,27.67
10340994,1 room in 2 bedroom apartment,50828435,Madonna,Brooklyn,Bay Ridge,40.62317,-74.02535,Private room,55,1,1,2016-01-27,0.02,1,0,20.95%,43.48
10342448,Heart Of Hell's Kitchen,53228755,Kodchakorn,Manhattan,Hell's Kitchen,40.75427,-73.9928,Entire home/apt,135,1,3,2017-07-04,0.09,1,0,20.95%,106.72
10342806,Cozy Washington Heights Bedroom,48370755,Sheldon,Manhattan,Washington Heights,40.85143,-73.93089,Private room,45,1,3,2017-07-24,0.08,1,0,20.95%,35.57
10352280,Spacious and Well-Lit One Bedroom,18471568,Alex,Manhattan,Upper East Side,40.76824,-73.95858,Entire home/apt,135,3,5,2016-10-16,0.13,1,0,20.95%,106.72
10353094,Clean room for rent in Park Slope,53284346,Steven,Brooklyn,Park Slope,40.66932,-73.98321,Private room,49,5,2,2016-03-08,0.05,1,0,20.95%,38.73
10354038,Quaint place in seaside Red  Hook,22423634,Peter,Brooklyn,Red Hook,40.67741,-74.0139,Entire home/apt,95,3,12,2017-09-20,0.3,1,0,20.95%,75.1
10355806,Sunny & Bright Private Room,28340799,Steph,Brooklyn,Bedford-Stuyvesant,40.68746,-73.95936,Private room,47,14,1,2016-06-20,0.03,1,0,20.95%,37.15
10365991,"Sunny and Spacious 2BR, Murray Hill",17790870,Zal,Manhattan,Murray Hill,40.74673,-73.97343,Entire home/apt,83,1,2,2016-01-31,0.05,1,0,20.95%,65.61
10367884,Cozy studio in Park Slope,724870,Lindy,Brooklyn,Park Slope,40.6732,-73.97282,Entire home/apt,130,2,16,2017-07-28,0.4,1,0,20.95%,102.77
10368055,Classic Brooklyn Brownstone,29466025,Alex,Brooklyn,Park Slope,40.67992,-73.9776,Entire home/apt,325,4,2,2016-08-14,0.05,1,0,20.95%,256.91
10377405,Little Italy/Soho,2983459,Jesper,Manhattan,Nolita,40.72174,-73.99639,Entire home/apt,200,2,5,2016-10-07,0.12,1,0,20.95%,158.1
10381948,Spacious Cozy Greenpoint Apartment,29741970,Jacob,Brooklyn,Greenpoint,40.72508,-73.94488,Private room,80,2,14,2017-03-11,0.37,1,0,20.95%,63.24
10382430,Private bedroom located in Bushwick,53445174,Robert,Brooklyn,Bushwick,40.68597,-73.91417,Private room,35,1,1,2016-01-31,0.02,1,0,20.95%,27.67
10386831,Cozy Room in Boerum Hill,15895218,Amy,Brooklyn,Gowanus,40.68444,-73.98847,Private room,62,2,1,2016-01-18,0.02,2,0,20.95%,49.01
10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71141,-73.95155,Private room,1002,365,10,2016-05-19,0.25,1,365,20.95%,792.08
10387839,Cute 2 bed Williamsburg railroad,53477091,Elena,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,2016-07-06,0.12,1,0,20.95%,79.05
10390481,STUDIO APARTMENT IN LUXURY BUILDING,53492531,Kyla,Brooklyn,Crown Heights,40.67778,-73.96091,Entire home/apt,60,1,2,2016-01-25,0.05,1,0,20.95%,47.43
10390902,Cozy spot off L train - 20min>City,53495399,Blake,Brooklyn,Bushwick,40.70526,-73.91964,Private room,75,1,1,2016-03-24,0.02,1,0,20.95%,59.29
10393619,Spacious room in large funky home!,12258594,Rosa,Brooklyn,Crown Heights,40.66386,-73.93876,Entire home/apt,65,3,8,2016-05-04,0.19,2,0,20.95%,51.38
10401534,West Village Private Bedroom,51309850,Danielle,Manhattan,Greenwich Village,40.73013,-74.00172,Private room,80,1,1,2016-03-13,0.02,1,0,20.95%,63.24
10403070,Brownstone in Brooklyn,52657843,Yuchen,Brooklyn,Bedford-Stuyvesant,40.69414,-73.94723,Private room,130,3,6,2017-09-09,0.23,1,0,20.95%,102.77
10405694,Modern 2 bedroom apt in Bushwick,12306936,Liz,Brooklyn,Bushwick,40.68413,-73.90731,Entire home/apt,150,3,45,2017-09-23,1.1,1,129,20.95%,118.58
10405711,Williamsburg Luxury,9679291,Indiana,Brooklyn,Williamsburg,40.71077,-73.96259,Shared room,60,1,1,2016-03-26,0.03,1,0,20.95%,47.43
10408285,Charming Brooklyn One-Bed,3113491,Michelle,Brooklyn,Crown Heights,40.67008,-73.9571,Entire home/apt,170,3,1,2016-12-03,0.03,1,354,20.95%,134.39
10409905,Beautiful One Bedroom  East Harlem Apt,8775113,Omar,Manhattan,East Harlem,40.79037,-73.9428,Entire home/apt,90,2,1,2017-06-04,0.04,1,0,20.95%,71.15
